amt1	num1	amt2	num2
10	4	25	5
100	10	500	1
5	0	10	0
1	3	5	6
1	26	10	2
1	4	8	23
5	4	10	4
1	12	12	15
20	9	50	2
1	10	5	12
4	2	20	9
1	2	10	6
25	13	50	3
1	13	10	16
25	12	50	12
5	6	10	0
5	0	10	17
1	1	5	3
1	1	5	15
5	16	15	12
1	7	21	31
1	0	5	1
1	2	3	1
1	0	10	7
1	0	5	0
10	120	25	98
25	20	50	5
10	2	25	3
1	9	9	6
5	1	10	7
10	21	15	26
1	5	10	4
25	196	50	116
5	30	20	17
20	73	50	14
5	0	10	6
1	3	5	9
5	4	10	9
10	12	40	9
25	16	50	10
10	84	30	38
10	11	25	12
10	5	25	2
10	3	20	40
10	1	15	2
1	1	5	3
2	2	15	1
10	1	25	4
1	2	10	1
10	355	25	692
1	0	5	3
25	2	50	12
10	5	20	17
1	1	10	3
5	2	10	64
10	3	25	1
5	0	10	7
15	6	25	9
1	0	5	6
1	0	1	0
15	5	30	54
1	6	10	15
25	13	40	8
1	0	5	4
10	3	20	10
1	0	2	0
1	11	20	11
1	0	5	0
5	4	10	27
5	16	100	5
20	1	25	7
10	0	25	1
1	1	25	23
10	21	25	25
1	3	10	19
4	10	7	2
10	1	25	33
5	1	25	7
10	11	20	9
5	4	10	1
10	12	25	14
10	5	25	6
1	265	5	39
5	8	25	13
10	46	20	54
5	6	25	11
25	527	50	150
5	29	20	149
5	4	25	17
5	3	10	9
1	7	10	6
1	6	5	11
15	6	30	8
1	2	15	3
5	8	15	4
10	2	25	12
10	3	20	1
10	13	50	15
10	4	25	2
5	0	10	0
5	5	10	8
5	3	10	6
5	7	10	20
10	16	25	9
1	1	10	2
5	10	10	8
1	0	5	2
5	4	10	3
1	0	4	1
10	0	14	22
1	0	10	2
5	1	13	5
5	6	20	28
1	0	5	0
5	1	10	6
1	0	5	0
10	4	25	7
1	2	5	6
5	0	20	2
1	0	8	1
10	2	20	1
3	2	10	5
5	3	12	17
15	12	30	45
5	7	10	13
5	8	20	2
1	2	3	3
3	2	10	22
5	0	10	5
10	17	20	4
10	3	25	7
50	89	100	27
5	2	10	3
1	3	25	41
1	9	15	15
3	16	5	8
1	1	7	2
1	2	5	1
5	7	10	12
5	3	25	18
5	2	8	5
20	2	35	2
1	39	50	31
1	0	5	2
25	13	50	15
5	1	10	3
1	12	25	30
10	0	30	16
10	35	25	7
25	18	200	13
10	5	18	1
2	12	10	79
3	0	5	0
5	1	10	6
10	24	25	60
1	4	10	10
1	9	10	29
10	1	25	3
1	2	5	3
1	0	5	2
5	0	10	9
1	10	15	115
5	3	10	4
10	8	20	1
1	1	5	1
1	2	5	1
1	6	5	4
3	4	12	4
10	3	20	17
3	2	12	2
5	6	16	3
1	2	5	2
5	0	10	3
10	7	25	19
5	0	10	1
5	3	10	16
10	6	15	3
5	1	16	5
10	33	50	13
10	21	50	13
15	5	25	13
25	6	50	10
5	2	10	0
1	1	5	11
5	4	13	18
10	15	25	8
2	2	6	1
10	6	25	11
5	6	10	20
5	3	10	23
1	1	5	11
5	1	10	0
5	2	10	1
1	0	5	5
1	3	20	17
1	0	25	0
5	5	15	8
5	1	10	1
5	4	15	1
15	9	35	48
1	2	20	4
15	12	25	24
10	2	15	10
1	0	5	2
1	0	5	2
1	6	10	9
10	41	20	5
10	6	20	14
5	2	15	0
5	20	25	15
5	8	15	20
5	4	10	1
10	0	25	6
10	14	15	17
5	27	10	38
1	1	3	1
5	4	15	40
7	2	12	92
5	5	10	14
1	0	4	6
5	11	10	7
1	1	10	6
1	0	5	0
20	4	50	1
10	6	25	50
4	20	7	6
1	6	15	24
10	4	25	8
1	0	5	2
5	0	15	2
5	2	10	0
10	4	15	0
3	1	5	3
15	119	25	185
3	3	5	4
1	7	5	8
1	1	5	8
10	8	50	5
1	1	5	0
5	3	25	3
5	5	25	5
5	7	10	1
1	6	25	10
5	3	10	1
5	3	10	9
15	1	30	4
5	10	50	13
5	0	10	2
3	2	5	6
5	1	25	9
10	1	25	14
10	47	20	36
1	1	10	14
5	3	10	18
5	3	15	16
15	27	30	17
1	0	5	3
5	1	25	2
2	0	5	1
2	32	15	17
15	21	50	4
10	2	15	6
10	6	25	24
5	28	25	10
5	3	25	18
10	60	20	146
10	3	25	16
5	0	10	33
5	8	25	8
1	7	10	31
1	3	4	12
10	1	20	49
10	2	20	1
5	8	25	11
2	23	9	143
1	1	5	4
5	0	10	4
10	12	50	5
50	5	100	0
5	2	15	15
10	7	15	5
5	19	10	17
5	4	25	13
10	5	25	11
3	11	9	6
1	0	5	1
1	7	2	1
2	0	4	2
1	0	10	3
10	1	20	24
1	2	5	55
1	1	5	5
2	1	5	1
25	21	60	15
10	15	30	7
1	0	5	3
5	31	30	23
5	12	15	6
5	0	10	1
1	1	4	0
5	4	15	16
10	2	25	78
1	1	5	3
5	23	10	26
10	13	20	12
5	13	10	18
1	0	2	5
10	4	15	10
2	3	3	0
3	37	15	32
5	4	25	14
10	2	25	12
10	4	40	13
5	3	15	22
25	19	51	6
2	11	20	8
10	0	50	0
15	7	30	15
10	10	25	9
1	19	9	3
10	2	25	6
25	33	50	5
1	0	5	2
5	26	20	100
10	13	25	8
75	94	150	24
5	0	10	8
10	5	20	8
1	1	4	20
1	1	6	1
5	0	10	4
1	1	10	10
1	8	10	9
25	28	50	35
1	3	10	7
1	1	15	7
20	9	40	3
1	9	20	31
5	1	10	27
15	0	20	14
10	2	50	7
5	12	25	31
10	7	25	7
10	35	25	24
1	1	4	3
5	1	10	4
10	12	16	28
2	1	10	5
1	0	5	5
1	2	5	4
2	1	5	4
1	0	5	0
3	1	7	11
1	4	5	9
1	0	5	0
1	0	2	1
2	0	5	8
1	0	10	0
1	2	15	7
3	18	10	70
1	4	5	2
1	1	5	3
25	28	65	155
1	5	5	7
1	11	15	0
5	14	25	29
3	3	5	3
10	6	25	23
15	3	30	19
5	3	10	6
5	34	35	40
10	54	30	13
1	3	4	4
5	4	10	14
10	20	25	6
5	4	10	2
5	26	20	35
1	5	10	10
50	5	75	1
10	2	25	6
7	26	14	7
5	11	10	6
10	4	25	18
5	0	15	5
10	47	50	7
1	3	7	13
25	15	50	8
1	39	15	352
1	3	5	8
5	2	30	7
15	20	25	6
1	0	3	0
2	8	9	8
15	7	30	8
1	0	10	0
1	3	19	18
1	1	5	4
1	1	5	5
10	11	20	5
1	0	12	2
10	6	20	16
1	3	5	10
10	1	20	26
25	14	50	18
3	0	10	5
5	4	15	11
1	2	5	10
5	0	10	13
10	4	10	4
20	9	50	10
7	6	15	53
10	7	50	3
1	1	5	1
1	4	9	39
10	10	15	11
5	2	20	44
1	3	5	10
25	162	100	36
5	20	10	9
50	14	100	8
25	5	50	6
10	23	20	13
1	19	10	10
5	1	10	7
10	4	50	2
1	2	7	82
25	33	50	7
15	1	25	10
25	4	50	7
100	1	250	0
2	1	5	7
20	35	50	41
3	41	20	72
5	5	10	17
5	146	30	36
1	23	3	29
5	9	20	9
5	6	10	1
2	2	10	31
5	10	10	22
50	19	100	7
5	14	20	49
10	1	100	2
20	2	50	1
5	20	25	12
1	0	5	3
4	0	5	9
5	7	20	27
10	4	25	3
5	1	10	26
1	6	5	0
10	9	20	8
10	7	35	12
1	0	5	1
25	24	100	1
5	125	40	23
3	0	5	10
50	7	100	2
5	3	7	8
1	5	30	100
