name	link	author	description	location	pct_funded	amt_pledged	units_left	unit
Blake Mundell's songs talk about supporting his new record.	http://www.kickstarter.com/projects/1768846538/blake-mundells-songs-talk-about-supporting-his-new?ref=ending_soon	Blake Mundell	Blake Mundell lets his songs speak up, for better or worse, about his new album and the many ways fans can help make it happen.	Nashville, TN	79	2370	5	day
Undone - A New Feature-Length Musical	http://www.kickstarter.com/projects/maxwellfreud/undone-a-new-feature-length-musical?ref=ending_soon	Maxwell Freudenthal	Undone is a modern, feature-length, musical where characters learn that we are not defined by our mistakes, but how we learn from them.	Minneapolis, MN	17	340	5	day
Visual Budget - an Interactive Guide to the Federal Budget	http://www.kickstarter.com/projects/highermedia/visual-budget-an-interactive-guide-to-the-federal?ref=ending_soon	Higher Media	How do we fix our National Budget Deficit and Debt? Help us build a website that helps America explore the answers to build our future.	Austin, TX	191	19169	5	day
Margate - "Rock 'n Roll Reserve" EP	http://www.kickstarter.com/projects/1606439886/margate-rock-n-roll-reserve-ep?ref=ending_soon	Margate	Help a hard working LA rock/punk band make their new record in a world class studio with engineer Paul Miner.	Los Angeles, CA	103	2585	5	day
CCB and The Food Truck	http://www.kickstarter.com/projects/CrippleCreekBBQ/ccb-and-the-food-truck?ref=ending_soon	John Lynch	We want to bring the great food of BBQ to the street with the CCB Food Truck. Using locally sourced meats and produce.	Superior, CO	68	8220	5	day
Mac'n Vegetarian Soul Food Truck	http://www.kickstarter.com/projects/143892146/macn-vegetarian-soul-food-truck-0?ref=ending_soon	Francesca Lacuesta	We want to create the first 100% vegetarian food truck in Miami	Miami, FL	15	450	5	day
CODE NAME: OPERATION LYSISTRATA! in Eco-friendly Festival	http://www.kickstarter.com/projects/2023704933/code-name-operation-lysistrata-in-eco-friendly-fes?ref=ending_soon	Yvette Heyliger--TWINBIZ	First Lady Laura Bush tries to enlist wives of the architects of the impending war in Iraq in a sex strike, but will she succeed?	Manhattan, NY	100	3515	5	day
Alison Wedding with Strings (the new album)!!!	http://www.kickstarter.com/projects/1917886833/alison-wedding-with-strings-the-new-album?ref=ending_soon	Alison Wedding	This is an original project featuring Alison Wedding on vocals and a string quartet, as well as organ, piano, guitar and percussion.	Brooklyn, NY	108	8650	5	day
Abner, Episode 2: "8-Minute Abner"	http://www.kickstarter.com/projects/922401246/abner-episode-2-8-minute-abner?ref=ending_soon	Ben Greenfield	Abner's passion for countdowns is tested when his shirt won't button. But when the power goes out, he gets an absolutely awesome idea.	Brooklyn, NY	75	1890	5	day
ENTWINE: Enter the labyrinth with Glade & Jenna Buckingham	http://www.kickstarter.com/projects/emmajoan/entwine-enter-the-labyrinth-with-glade-and-jenna-b?ref=ending_soon	Glade Dance Collective	Confront your inner minotaur as Glade Dance Collective & artist Jenna Buckingham take you on a mystical journey through the labyrinth.	Washington, DC	155	310	5	day
DoggieWoggiez! PoochieWoochiez!	http://www.kickstarter.com/projects/everythingisterrible/doggiewoggiez-poochiewoochiez?ref=ending_soon	Everything Is Terrible!	'Everything Is Terrible!' needs your help- and only you have the power to help us make our most insane project come to life!	Los Angeles, CA	122	2447	5	day
The Imagination Thieves	http://www.kickstarter.com/projects/lauramblair/the-imagination-thieves-chose-to-keep-your-imagina?ref=ending_soon	Laura M. Blair	In a world where everyone can materialize their imagination, there are those who seek to take it away.	St Petersburg, FL	39	1590	5	day
Refraction (a short film)	http://www.kickstarter.com/projects/1880640461/refraction-a-short-film?ref=ending_soon	Arianne Alizio	Everything's a blur to Norma, until she begins to see the past.	New York, NY	114	920	5	day
Cooperative Press: indie fiber+fashion publishing	http://www.kickstarter.com/projects/knitgrrl/cooperative-press-indie-fiber-fashion-publishing?ref=ending_soon	Shannon Okey	Cooperative Press needs funding for our Fresh Designs series, which features emerging designers, as well as several related books.	Cleveland, OH	228	11405	5	day
Lighthouses - Replicas of Oregons 9 Different	http://www.kickstarter.com/projects/647825017/lighthouses-replicas-of-oregons-9-different?ref=ending_soon	Ron Jordan	Replicas of the unique 9 Oregon Coast Lighthouses using special Myrtlewood which grows only on the south Oregon coast.	Eugene, OR	26	200	5	day
7 Days A Cappella CD- University of Minnesota	http://www.kickstarter.com/projects/573738526/7-days-a-cappella-cd-university-of-minnesota?ref=ending_soon	7 Days	We would like to record our second a cappella CD. We will include a wide variety of songs, from "Autumn Leaves" to "Use Somebody".	Minneapolis, MN	106	850	5	day
Reverend D-Ray And The Shockers 2nd Album!	http://www.kickstarter.com/projects/750273358/reverend-d-ray-and-the-shockers-2nd-album?ref=ending_soon	D-Ray Holcombe	Busting Out Of Rehab, the 2nd CD from Rev. D-Ray & The Shockers. Recording at The Kudzu Ranch with Rick Miller and a few guest players.	Richmond, VA	63	1265	5	day
Aiming For Sundance	http://www.kickstarter.com/projects/otterwolfprod/aiming-for-sundance?ref=ending_soon	OtterWolf Productions	A low-budget, romantic/comedy indie film.	North Royalton, OH	101	505	5	day
Pre-order The Smith Bros. 3rd album	http://www.kickstarter.com/projects/359175846/pre-order-the-smith-bros-3rd-album?ref=ending_soon	Mike Clark	We have recorded 2 songs at Sonic Lounge Studios. We are ready to record the last 10 songs but need your assistance with funding!	Columbus, OH	14	365	5	day
Big Beautiful Public Art by Parsons Class in Union Square	http://www.kickstarter.com/projects/492851406/big-beautiful-public-art-by-parsons-class-in-union?ref=ending_soon	Josh	We're 18 young talented art students and 2 professors at Parsons building a big beautiful public art piece in Union Square	Manhattan, NY	24	1244	5	day
Rays of Darkness	http://www.kickstarter.com/projects/37752078/rays-of-darkness?ref=ending_soon	John Kubin	Become something awful.	Hollywood, CA	16	485	6	day
AZAYA BLUE - Fashion Jewelry and Accessories	http://www.kickstarter.com/projects/130016145/azaya-blue-fashion-jewelry-and-accessories?ref=ending_soon	Nicole Schock and Kata Kekedi	Using cool colors and unique elements AZAYA BLUE delivers a new take on fashion jewelry and accessories.	Seattle, WA	13	2660	6	day
THE BLUEST NOTE: A Short Film	http://www.kickstarter.com/projects/thebluestnote/the-bluest-note-a-short-film?ref=ending_soon	QUE FILMS	Tony Mann, a famous singer in the twilight of his career is met by a Siren and faced with a fateful decision: his art or his life.	New York, NY	69	5935	6	day
Candy Lee Following Her Bliss and Making that Sweet Music	http://www.kickstarter.com/projects/candylee/candy-lee-following-her-bliss-and-making-that-swee?ref=ending_soon	Candy Lee	Candy Lee is raising funds to take her new album out on the road so she can share the love to more people in more places.	Fayetteville, AR	109	2180	6	day
Lorah Campbell - "Hollars" 7 inch EP	http://www.kickstarter.com/projects/hollars/lorah-campbell-hollars-7-inch-ep?ref=ending_soon	lorah campbell	I would love your support in pressing my new 5 song EP "Hollars" into a 7 inch vinyl record .	Brooklyn, NY	81	1145	6	day
The MegaBar: Free Your Wii™	http://www.kickstarter.com/projects/1621263610/the-megabar-free-your-wiitm?ref=ending_soon	James Turner	We want to make a high-powered Wii™ sensor bar replacement that will let you use your Wii Remote from across the room.	Derry, NH	21	1072	6	day
Between Fork and Folks	http://www.kickstarter.com/projects/wcrouse/between-fork-and-folks?ref=ending_soon	William Crouse	Who are the men and women that make up North Americas regional culinary culture?	Washington, DC	177	4430	6	day
Feminist: Stories from the Women's Liberation Movement	http://www.kickstarter.com/projects/565830346/feminist-stories-from-the-womens-liberation-moveme?ref=ending_soon	Jennifer Lee	The women's liberation movement of the mid 20th century was a revolution. So why are people reluctant to call themselves "feminist?"	Los Angeles, CA	95	9545	6	day
Reaper Sizzle Reel	http://www.kickstarter.com/projects/394945251/reaper-sizzle-reel?ref=ending_soon	Ryan Hamelin	This project is a sizzle reel of the opening sequence of an epic fantasy short film. Also we want to go skydiving with a RED camera.	Manhattan, NY	21	852	6	day
The Fallen Stars new album being held for ransom!	http://www.kickstarter.com/projects/790452341/the-fallen-stars-new-album-being-held-for-ransom?ref=ending_soon	Bobbo Byrnes	A ransom for $3500? What an odd number. That is exactly how much we need to master and press our new cd! Probably kidnapped itself.	Huntington Beach, CA	88	3085	6	day
Nineteen Action News is going on tour!	http://www.kickstarter.com/projects/joshua19/nineteen-action-news-is-going-on-tour?ref=ending_soon	Joshua Gardner	Cleveland Ohio's indie dance rockers 19 Action News are booking their first tour. This June, they'll be hitting the road.	Cleveland, OH	83	1250	6	day
The Saartjie Project presents..."Four Women"	http://www.kickstarter.com/projects/fourwomen/the-saartjie-project-presentsfour-women?ref=ending_soon	Jess Solomon for The Saartjie Project	"Four Women" is an original collaborative theatre project - inspired by Nina Simone’s poignant song - exploring (black) womanhood.	Washington, DC	111	555	6	day
Romeo and Juliet, Set and Lighting Models	http://www.kickstarter.com/projects/433284903/romeo-and-juliet-set-and-lighting-models?ref=ending_soon	Tim Eliot	Help us create the world of Romeo and Juliet's Verona in Brooklyn, NY	Brooklyn, NY	100	601	6	day
Writing Wonder Book Project Creates Aspiring Authors	http://www.kickstarter.com/projects/1530766784/writing-wonder-book-project-creates-aspiring-autho?ref=ending_soon	Rachel	Self-publish my first book, "The Wonder of Writing," and its workbook so I can help others with their writing and publishing needs.	Mason, OH	21	426	6	day
VITA - Christea's Independent Project!	http://www.kickstarter.com/projects/357703229/vita-christeas-independent-project?ref=ending_soon	Christea	My final theatre project exploring mysticism, marriage, and the religious body through voice and movement	New York, NY	135	407	6	day
Social Studies	http://www.kickstarter.com/projects/ryandecker/social-studies?ref=ending_soon	Ryan Decker	A visceral, first-person peek into the mind of a student with severe learning disabilities.	Brooklyn, NY	94	3785	6	day
LAMBING SEASON. Sheep. Shenanigans. My Irish Thesis Film.	http://www.kickstarter.com/projects/202295575/lambing-season-sheep-shenanigans-my-irish-thesis-f?ref=ending_soon	Jeannie Donohoe	My short film, LAMBING SEASON, is an offbeat tale of a woman who travels to the Irish countryside to track down her long-lost father.	Ballinrobe, Ireland	68	5477	6	day
Release Zombie Robots!	http://www.kickstarter.com/projects/67883267/release-zombie-robots?ref=ending_soon	Jeremy Rathbone	A California artist is unleashing Zombie Robots upon the world!!!! They are here for your batteries! RAAGHH!!!!	Tracy, CA	69	1727	6	day
URBAN CONFUSTIONS	http://www.kickstarter.com/projects/urbanconfustions/urban-confustions?ref=ending_soon	Urban Confustions	Urban Tales, Poetry, Non-Fiction and Art from women in the cities of the world	San Francisco, CA	100	1000	6	day
Terminator the Second	http://www.kickstarter.com/projects/huskyjackaltheater/terminator-the-second?ref=ending_soon	Husky Jackal Theater	A stage production of Terminator 2: Judgment Day, composed entirely of the words of William Shakespeare	Nashville, TN	251	7557	6	day
"Rise" by Joanne Rand. Her 12th indie CD: 9 brand new songs!	http://www.kickstarter.com/projects/414661295/rise-by-joanne-rand-her-12th-indie-cd-9-brand-new?ref=ending_soon	Joanne Rand	I'd like to mix, master & duplicate my 12th indie CD: 9 new, original, unreleased songs, written since '09, & recorded live w/ my band.	Arcata, CA	102	2055	6	day
PDXYAR and the Quest for a Pirate Ship.	http://www.kickstarter.com/projects/pdxyar/pdxyar-and-the-quest-for-a-pirate-ship?ref=ending_soon	Jaime Kirk	The privateers of PDXYAR build a pirate ship! The El Tiburon will be a full-sized, land-bound replica of a pirate ship. Huzzah!	Portland, OR	111	5002	6	day
You Didn't Break Up With Me...	http://www.kickstarter.com/projects/528214211/you-didnt-break-up-with-me?ref=ending_soon	Andrew Furtado	When you get dumped, it sucks. But when you get dumped and then wake up to your ex staring at you.. .it sucks harder.	Los Angeles, CA	108	757	6	day
Sonos: The Grassroots Project	http://www.kickstarter.com/projects/sonos/sonos-the-grassroots-project?ref=ending_soon	Sonos	We're hoping to raise $25,000 to fund the creation of our new album and the purchase of equipment to enhance our live show. THANK YOU!	Los Angeles, CA	83	20818	6	day
An Illustrated Guide to Income in the United States	http://www.kickstarter.com/projects/1126394986/visualizingeconomics-an-infographic-zine?ref=ending_soon	Catherine Mulbrandon	A comprehensive collection of infographics, maps and charts looking at the history of incomes and occupations in the U.S.	Jersey City, NJ	187	11277	6	day
Gemini Twin- The Debut Album by Trina Johnson-Finn	http://www.kickstarter.com/projects/633504989/gemini-twin-the-debut-album-by-trina-johnson-finn?ref=ending_soon	Gemini Twin	Singer/songwriter Trina Johnson-Finn introduces her debut album! Having backed Legends on the Grammys & AMAs, it's now her time!	Las Vegas, NV	21	1610	6	day
Get PRELUDE to L.A. to record their next album for YOU	http://www.kickstarter.com/projects/73546168/get-prelude-to-la-to-record-their-next-album-for-y?ref=ending_soon	Joe Picco	Let's take Prelude to a Million out to CA to record their next album! Holla "PRELUDE" and pledge! Get a Signed copy for a $5 pledge!	Los Angeles, CA	17	875	6	day
"The Break-Up/Break-Down"	http://www.kickstarter.com/projects/911974800/the-break-up-break-down?ref=ending_soon	Katherine	New Theatre Project called 'Circle Circle dot dot' launches their first original Comedy, "The Break-Up/Break-Down" for this summer.	San Diego, CA	107	4301	6	day
New LGBT Series "Fabulous High" | Kickstart Season 1!	http://www.kickstarter.com/projects/57441125/new-series-fabulous-high-needs-your-backing?ref=ending_soon	Sean Willis & Derek Villanueva	The new series "Fabulous High" needs your backing for Season 1! Check out the Kickstarter video featuring some of our FABULOUS Cast!	Hollywood, CA	103	5185	6	day
The NEXT 3D Printer: A Full-Scale Exploration of Design	http://www.kickstarter.com/projects/1775682478/the-next-3d-printer-a-full-scale-exploration-of-de?ref=ending_soon	Eric	I am building a 3D printer large enough to print functional furniture as an exploration of design through the confluence of Art & Tech	Ann Arbor, MI	120	842	6	day
BFF Zombie - Short Film	http://www.kickstarter.com/projects/lifeplay/bff-zombie-short-film?ref=ending_soon	Fedor Steer	BFF Zombie: a dark comedy about the tough world of teenage girls. But some decisions are easier after your BFF gets run over.	Naples, FL	73	220	6	day
We Are Not Enough	http://www.kickstarter.com/projects/1116532561/we-are-not-enough?ref=ending_soon	Christopher Manning	We Are Not Enough is a short film by Christopher Manning. We are fundraising to finance the post-production.	Paris, France	27	960	6	day
AUTO: a movement installation in and around a moving car.	http://www.kickstarter.com/projects/1661067133/auto-a-movement-installation-in-and-around-a-movin?ref=ending_soon	Kate Watson Wallace	AUTO is a movement installation that takes place in and around a moving vehicle by Kate Watson Wallace/anonymous bodies.	Philadelphia, PA	56	2845	6	day
The Yellow Wallpaper- A Short Film	http://www.kickstarter.com/projects/2020169384/the-yellow-wallpaper-a-short-film?ref=ending_soon	Alyssa Lundgren / Matthew Wilson	A student film adaptation of the short story The Yellow Wallpaper, written by Charlotte Perkins Gilman.	Kansas City, MO	112	565	6	day
Since I Left Home	http://www.kickstarter.com/projects/lizbowater/since-i-left-home?ref=ending_soon	Liz Bowater	This album is a few years overdue and now I need YOU to help make it happen.	Cincinnati, OH	80	960	6	day
FARLEY - Debut Solo EP due out in Spring '11!	http://www.kickstarter.com/projects/farley/farley-debut-solo-ep-due-out-in-spring-11?ref=ending_soon	Timothy P. Farley II	FARLEY's debut EP "A Good Problem to Have" is due out in Spring of '11. Make your pledge of support TODAY and receive a gift in return	Wilkes Barre, PA	105	5250	6	day
BLEAK! Comedy Dares Austin	http://www.kickstarter.com/projects/bleakcomedy/bleak-comedy-dares-austin?ref=ending_soon	BLEAK! Comedy	BLEAK! is filming a documentary of our trip to Austin, Texas and performing your dares along the way.	Austin, TX	50	1000	6	day
"...and stockings for the ladies"	http://www.kickstarter.com/projects/thebridge/and-stockings-for-the-ladies?ref=ending_soon	The Bridge	We need your support to bring the creative team behind an award-winning Canadian play (along with their puppets) to soloNOVA in NYC.	New York, NY	106	2128	6	day
UNNOTICED: Children of Kabul - Documentary	http://www.kickstarter.com/projects/1418296335/unnoticed-children-of-kabul-documentary?ref=ending_soon	Jawad Wahabzada	This half-hour documentary will profile the lives of children forced by war to work in the streets Kabul, Afghanistan.	Kabul, Afghanistan	21	860	6	day
Wisdom of Play: Creative Engagement for Bloomington, IN	http://www.kickstarter.com/projects/kmakice/wisdom-of-play-creative-engagement-for-bloomington?ref=ending_soon	Kevin Makice	Wisdom of Play is a suite of community engagement activities for May 2011. Several of the projects need support for creative materials.	Bloomington, IN	40	819	6	day
WINGMEN - Short Film	http://www.kickstarter.com/projects/843925814/wingmen-short-film?ref=ending_soon	Graham Winfrey	WINGMEN is a short film written and to be directed by Graham Winfrey, produced by Matt Anderson, starring Cush Donelan and Coley Parry.	New York, NY	107	7510	6	day
2011 NEXT Bash	http://www.kickstarter.com/projects/nextbash/2011-next-bash?ref=ending_soon	Janaya Black	Propelling high school and middle school students toward academic excellence. It's 3.0 or bust!	Detroit, MI	10	695	6	day
Venice, Italy Printmaking Residency	http://www.kickstarter.com/projects/1929773915/venice-italy-printmaking-residency?ref=ending_soon	Melanie Finlayson	International printmaking residency in Venice, Italy. An amazing opportunity to focus on my work in a critial time of my art career.	Venice, Italy	111	3345	6	day
July 22, 1941/2011	http://www.kickstarter.com/projects/969770088/july-22-1941-2011?ref=ending_soon	Rebecca Foster	July 22, 1941/2011 is a drawing series and experimental film meditating on the only existing film footage of the diarist, Anne Frank.	San Francisco, CA	111	4681	6	day
Never Lies - An Indie Feature Film	http://www.kickstarter.com/projects/1525418250/never-lies-an-indie-feature-film?ref=ending_soon	Dave Henri	A couple shoot "behind the scenes" footage of their relationship as they document the creation of a fine art photo project.	Los Angeles, CA	32	2610	6	day
Help Rain, Rain record and film an EP!	http://www.kickstarter.com/projects/310673657/help-rain-rain-record-and-film-an-ep?ref=ending_soon	Sean O'Rourke	Rain, Rain is the child of Sean O'Rourke + Emily Spencer. We love music and would love you to be able to HEAR & WATCH our first EP!	Provo, UT	67	1340	6	day
The Warlock's Hairy Heart	http://www.kickstarter.com/projects/lenagabrielle/the-warlocks-hairy-heart?ref=ending_soon	Lena Gabrielle	An hour-long opera based on "The Warlock's Hairy Heart" by JK Rowling to be performed at LeakyCon (a Harry Potter convention) in July.	Orlando, FL	113	1245	6	day
The Gathering Squall	http://www.kickstarter.com/projects/1232861854/the-gathering-squall?ref=ending_soon	Hannah Fidell	A short film based on Joyce Carol Oates's story of the same name.	Austin, TX	18	275	6	day
The Most Amazing Rick Seibold Record Yet!!	http://www.kickstarter.com/projects/rickseibold/the-most-amazing-rick-seibold-record-yet?ref=ending_soon	Rick Seibold	Participate in the most amazing Rick Seibold record to date! Pre-order the new tunes & browse the yummy goodies you can order!!	Los Angeles, CA	43	1958	6	day
12" Vinyl Pressing of Moth/Butterfly by The Spookfish	http://www.kickstarter.com/projects/1880729725/12-vinyl-pressing-of-moth-butterfly-by-the-spookfi?ref=ending_soon	thespookfish	The pressing of the full length record, "Moth / Butterfly" by The Spookfish and printing of the accompanying painting by Brittani Irvin	Portland, OR	51	1417	6	day
Sheriff Ariff & The Wali Sanga - Debut EP Campaign!	http://www.kickstarter.com/projects/553112305/sheriff-ariff-and-the-wali-sanga-debut-ep-campaign?ref=ending_soon	Alexander Gelles Ariff	Sheriff Ariff & The Wali Sanga will release their debut EP this May. The music is a fuse of jazz/funk and indie rock for all ages!	Montclair, NJ	111	1115	6	day
Gay Latino Los Angeles: A Story of Three Young Men	http://www.kickstarter.com/projects/gaylatinola/gay-latino-los-angeles-a-story-of-three-young-men?ref=ending_soon	Evolutionary Productions: Gay Latino LA	A journey and search for identity while dealing with issues of family, machismo, religion, culture, and life in LA as a gay Latino.	Los Angeles, CA	27	4105	6	day
You + the Indy Film Fest = The Bigger Picture	http://www.kickstarter.com/projects/717569667/you-the-indy-film-fest-the-bigger-picture?ref=ending_soon	Indy Film Fest	The Indianapolis International Film Festival exists for its audience. Become part of the Bigger Picture and support what we do.	Indianapolis, IN	80	3215	6	day
Big Joy Project	http://www.kickstarter.com/projects/1525443340/big-joy-project?ref=ending_soon	Stephen Silha	A feature-length documentary about the life, work and impact of queer poet, wildman, and filmmaker James Broughton.	Seattle, WA	82	9907	6	day
Breaking open: Bearing Fruit	http://www.kickstarter.com/projects/722652701/breaking-open-bearing-fruit?ref=ending_soon	Vanessa Torres	I am recording my third album starting May 16th 2011! This album has been evolving for 2 years and I'm so excited to share it with you!	Portland, ME	106	8537	6	day
The Deception - a feature film	http://www.kickstarter.com/projects/407756067/the-deception-a-feature-film?ref=ending_soon	Jay Durrwachter	A contemporary Greek tragedy of a man who sells out on a chance to live an authentic life with inescapably cataclysmic results.	Santa Fe, NM	30	1525	6	day
XIX	http://www.kickstarter.com/projects/xix/xix?ref=ending_soon	XIX	Will Detlefsen's fourth year directing project, presented by Playwrights Horizons Theater School.	New York, NY	62	375	6	day
Yu Solve: An Interactive Mystery Series for the Internet	http://www.kickstarter.com/projects/2122178559/yu-solve-an-interactive-mystery-series-for-the-int?ref=ending_soon	Mason Alexander, Alex D'Lerma & Marq Lee	Yu Solve is a new and innovative web series where the audience helps Detective Yu solve the missing person's case. Can You Solve it?	Los Angeles, CA	71	1920	6	day
Thank You, Mr. Falker, A New Musical	http://www.kickstarter.com/projects/morganwixson/thank-you-mr-falker-a-new-musical?ref=ending_soon	Morgan-Wixson Theatre	A musical based on Patricia Polacco's picture book, about her own childhood reading disability and the teacher who helped her triumph.	Santa Monica, CA	102	2040	6	day
Chris Turner: Believe	http://www.kickstarter.com/projects/2028721743/chris-turner-believe?ref=ending_soon	Chris Turner	Chris Turner is getting ready to record his first Self-Titled Debut Album and needs your support!	Nashville, TN	14	965	6	day
Allentown Public Theatre: This story must be told	http://www.kickstarter.com/projects/876990754/blackbird-by-david-harrower?ref=ending_soon	Allentown Public Theatre	An up-and-coming theatre company's regional premiere of this Olivier Award-winning drama about issues of sexual abuse and exploitation.	Allentown, PA	104	1560	6	day
The Blood Vomits-"a very good man"	http://www.kickstarter.com/projects/balsac/the-blood-vomits-a-very-good-man?ref=ending_soon	Michael Derks	A comedy short starring demented and immoral puppets by Slave Pit Inc., the creators of the legendary, theatrical monster band, GWAR.	Richmond, VA	68	3405	6	day
Bring The Devil and Daisy Jane, a new musical to the stage!	http://www.kickstarter.com/projects/1437390007/bring-the-devil-and-daisy-jane-a-new-musical-to-th?ref=ending_soon	Lisa Marinacci	Based on the age-old tale of Faust, The Devil and Daisy Jane is a modern pop/rock musical that has been in development since 2004.	Los Angeles, CA	48	4825	6	day
Bring The New Mythology To The Masses!	http://www.kickstarter.com/projects/827051916/bring-the-new-mythology-to-the-masses?ref=ending_soon	Jiba Molei Anderson	The have come to save Humanity... Whether we want them to or not... Who controls the Eight Immortals but the number Seven?	Chicago, IL	33	990	6	day
The Weird Girls Project - Episode 13: Love The Earth	http://www.kickstarter.com/projects/theweirdgirlsproject/the-weird-girls-project-episode-13-love-the-earth-0?ref=ending_soon	Emmanuel Santiago	We are producing Episode 13 of The Weird Girls Project. This is a video work made to accompany music from Imogen Heap's Love The Earth.	Reykjavik, Iceland	113	1702	6	day
Lets Be Awkward Together	http://www.kickstarter.com/projects/797594209/lets-be-awkward-together?ref=ending_soon	zack starikov	People on firsts dates act awkward. Turtles are beautiful creatures that are awkward. Turtles in love are awkward together!	Boston, MA	78	551	6	day
Help The Bohunks get their album to you!	http://www.kickstarter.com/projects/thebohunks/help-us-get-our-album-to-you?ref=ending_soon	Joseluis Jimenez	Help us get our album designed, printed, and shipped out to you! We spent over 6 months recording it, now it's time to get it out!	Montebello, CA	114	1150	6	day
Skypiper : SEQUEL	http://www.kickstarter.com/projects/1252895432/skypiper-sequel?ref=ending_soon	Skypiper	Skypiper is a band from Omaha, NE. NOW in the studio tracking their 2nd full length album - and they have something special brewing...	Omaha, NE	110	2201	6	day
'Trying To Be Me'- The Joy Styles Project	http://www.kickstarter.com/projects/2040966936/trying-to-be-me-the-joy-styles-project?ref=ending_soon	Joy Styles	Trying To Be Me, my debut EP!! It's a pop country project with a twist. So excited my dream is coming true!	Nashville, TN	68	1020	6	day
Make A Book Project	http://www.kickstarter.com/projects/brandonmanning/make-a-book-project?ref=ending_soon	Brandon Manning	The Make A Book project looks to capture the creativity of children and work with them to become published authors.	Santa Monica, CA	70	2255	6	day
Cannons and Clouds are hitting the road!	http://www.kickstarter.com/projects/655891855/cannons-and-clouds-are-hitting-the-road?ref=ending_soon	Brittany Brunken Gale	Hey guys, here's what's going on...	San Francisco, CA	70	840	6	day
Master, duplicate and release "A Place Of My Own"	http://www.kickstarter.com/projects/timbirchard/master-duplicate-and-release-a-place-of-my-own?ref=ending_soon	Tim Birchard	"A Place Of My Own", is now fully recorded. Help me get it mastered, duplicated, and packaged.	Durango, CO	100	540	6	day
WedRepCo presents: "PAY AS YOU EXIT" nine new one-act plays	http://www.kickstarter.com/projects/wedrepco/wedrepco-presents-pay-as-you-exit-nine-new-one-act?ref=ending_soon	WedRepCo	The Wednesday Repertory Company (WedRepCo) is endeavoring to put up our second ever showcase of original one-act plays, May 2011.	New York, NY	115	2310	6	day
A Murder of Crows	http://www.kickstarter.com/projects/1975154646/a-murder-of-crows?ref=ending_soon	android0025	"A Murder of Crows" is designed & made by Hitomi. This 6-8 piece collection will be shown in an annual fashion show on May 14.	St Paul, MN	75	568	6	day
